Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       50.00% |       19.05% |       1.0053 |       1.1678 |          0.0010 |
|       5 |          50 |       00:00:25 |       90.00% |       71.43% |       0.3233 |       0.4971 |          0.0010 |
|      10 |         100 |       00:00:49 |      100.00% |       80.95% |       0.0564 |       0.7347 |          0.0010 |
|      14 |         150 |       00:01:14 |      100.00% |       95.24% |       0.0438 |       0.2540 |          0.0001 |
|      19 |         200 |       00:01:38 |       90.00% |       90.48% |       0.1084 |       0.4238 |          0.0001 |
|      23 |         250 |       00:02:02 |      100.00% |       90.48% |       0.0110 |       0.3783 |      1.0000e-05 |
|      28 |         300 |       00:02:26 |      100.00% |       80.95% |       0.0060 |       0.8663 |      1.0000e-05 |
|      32 |         350 |       00:02:51 |      100.00% |       90.48% |       0.0154 |       0.3780 |      1.0000e-06 |
|      37 |         400 |       00:03:16 |      100.00% |       90.48% |       0.0096 |       0.3775 |      1.0000e-06 |
|      41 |         450 |       00:03:40 |      100.00% |       90.48% |       0.0101 |       0.3885 |      1.0000e-07 |
|      46 |         500 |       00:04:05 |      100.00% |       90.48% |       0.0196 |       0.5298 |      1.0000e-07 |
|      50 |         550 |       00:04:29 |      100.00% |       80.95% |       0.0176 |       0.6382 |      1.0000e-07 |
|      55 |         600 |       00:04:53 |      100.00% |       80.95% |       0.0060 |       0.8636 |      1.0000e-08 |
|      60 |         650 |       00:05:18 |      100.00% |       90.48% |       0.0070 |       0.3905 |      1.0000e-08 |
|      64 |         700 |       00:05:43 |      100.00% |       80.95% |       0.0073 |       0.6459 |      1.0000e-09 |
|      69 |         750 |       00:06:07 |      100.00% |       85.71% |       0.0106 |       0.4244 |      1.0000e-09 |
|      73 |         800 |       00:06:31 |      100.00% |       90.48% |       0.0055 |       0.7235 |      1.0000e-10 |
|      78 |         850 |       00:06:56 |       90.00% |       90.48% |       0.1644 |       0.3896 |      1.0000e-10 |
|      82 |         900 |       00:07:20 |      100.00% |       85.71% |       0.0087 |       0.4166 |      1.0000e-11 |
|      87 |         950 |       00:07:45 |      100.00% |       85.71% |       0.0246 |       0.4351 |      1.0000e-11 |
|      91 |        1000 |       00:08:09 |      100.00% |       90.48% |       0.0131 |       0.3906 |      1.0000e-12 |
|      96 |        1050 |       00:08:33 |      100.00% |       80.95% |       0.0206 |       0.8714 |      1.0000e-12 |
|     100 |        1100 |       00:08:58 |      100.00% |       90.48% |       0.0053 |       0.3896 |      1.0000e-12 |
|======================================================================================================================|
