Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       30.00% |       47.62% |       1.0549 |       1.0771 |          0.0010 |
|       5 |          50 |       00:00:24 |      100.00% |       57.14% |       0.1725 |       1.0899 |          0.0010 |
|      10 |         100 |       00:00:48 |      100.00% |       71.43% |       0.0845 |       0.9524 |          0.0010 |
|      14 |         150 |       00:01:12 |      100.00% |       61.90% |       0.1679 |       1.2790 |          0.0001 |
|      19 |         200 |       00:01:35 |      100.00% |       66.67% |       0.0641 |       1.0754 |          0.0001 |
|      23 |         250 |       00:01:59 |       90.00% |       61.90% |       0.3523 |       1.1045 |      1.0000e-05 |
|      28 |         300 |       00:02:22 |       90.00% |       66.67% |       0.2653 |       1.0841 |      1.0000e-05 |
|      32 |         350 |       00:02:46 |      100.00% |       66.67% |       0.0936 |       1.0591 |      1.0000e-06 |
|      37 |         400 |       00:03:09 |       90.00% |       71.43% |       0.4232 |       0.9706 |      1.0000e-06 |
|      41 |         450 |       00:03:33 |      100.00% |       66.67% |       0.0528 |       1.3278 |      1.0000e-07 |
|      46 |         500 |       00:03:56 |      100.00% |       61.90% |       0.0867 |       1.1272 |      1.0000e-07 |
|      50 |         550 |       00:04:20 |       90.00% |       66.67% |       0.3204 |       0.9958 |      1.0000e-07 |
|      55 |         600 |       00:04:43 |      100.00% |       61.90% |       0.0544 |       1.2098 |      1.0000e-08 |
|      60 |         650 |       00:05:07 |       90.00% |       61.90% |       0.3633 |       1.1688 |      1.0000e-08 |
|      64 |         700 |       00:05:30 |      100.00% |       66.67% |       0.0882 |       1.1501 |      1.0000e-09 |
|      69 |         750 |       00:05:54 |       90.00% |       66.67% |       0.3433 |       1.1501 |      1.0000e-09 |
|      73 |         800 |       00:06:17 |       80.00% |       66.67% |       0.6451 |       1.0903 |      1.0000e-10 |
|      78 |         850 |       00:06:41 |      100.00% |       66.67% |       0.0377 |       1.0801 |      1.0000e-10 |
|      82 |         900 |       00:07:04 |       90.00% |       66.67% |       0.3210 |       1.0674 |      1.0000e-11 |
|      87 |         950 |       00:07:28 |       90.00% |       66.67% |       0.3574 |       1.0678 |      1.0000e-11 |
|      91 |        1000 |       00:07:52 |       90.00% |       61.90% |       0.4215 |       1.1688 |      1.0000e-12 |
|      96 |        1050 |       00:08:16 |      100.00% |       71.43% |       0.0649 |       0.9306 |      1.0000e-12 |
|     100 |        1100 |       00:08:40 |      100.00% |       71.43% |       0.0640 |       0.9429 |      1.0000e-12 |
|======================================================================================================================|
