Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       30.00% |       38.10% |       1.1481 |       1.0536 |          0.0010 |
|       5 |          50 |       00:00:25 |       90.00% |       80.95% |       0.4628 |       0.5501 |          0.0010 |
|      10 |         100 |       00:00:50 |      100.00% |       80.95% |       0.0201 |       0.7635 |          0.0010 |
|      14 |         150 |       00:01:14 |      100.00% |       76.19% |       0.0162 |       0.7613 |          0.0001 |
|      19 |         200 |       00:01:39 |      100.00% |       76.19% |       0.0175 |       0.8928 |          0.0001 |
|      23 |         250 |       00:02:04 |      100.00% |       80.95% |       0.0130 |       0.8827 |      1.0000e-05 |
|      28 |         300 |       00:02:28 |      100.00% |       76.19% |       0.0068 |       0.8708 |      1.0000e-05 |
|      32 |         350 |       00:02:53 |      100.00% |       76.19% |       0.0095 |       0.8879 |      1.0000e-06 |
|      37 |         400 |       00:03:17 |      100.00% |       76.19% |       0.0550 |       1.0913 |      1.0000e-06 |
|      41 |         450 |       00:03:41 |      100.00% |       76.19% |       0.0090 |       0.8403 |      1.0000e-07 |
|      46 |         500 |       00:04:06 |      100.00% |       76.19% |       0.0129 |       0.8783 |      1.0000e-07 |
|      50 |         550 |       00:04:30 |      100.00% |       76.19% |       0.0146 |       0.8801 |      1.0000e-07 |
|      55 |         600 |       00:04:55 |      100.00% |       76.19% |       0.0158 |       0.8770 |      1.0000e-08 |
|      60 |         650 |       00:05:19 |      100.00% |       76.19% |       0.0114 |       0.8777 |      1.0000e-08 |
|      64 |         700 |       00:05:44 |      100.00% |       76.19% |       0.0136 |       0.8633 |      1.0000e-09 |
|      69 |         750 |       00:06:08 |      100.00% |       76.19% |       0.0109 |       0.8633 |      1.0000e-09 |
|      73 |         800 |       00:06:33 |      100.00% |       76.19% |       0.0133 |       0.8800 |      1.0000e-10 |
|      78 |         850 |       00:06:58 |      100.00% |       76.19% |       0.0247 |       0.8635 |      1.0000e-10 |
|      82 |         900 |       00:07:22 |      100.00% |       76.19% |       0.0111 |       0.8499 |      1.0000e-11 |
|      87 |         950 |       00:07:47 |      100.00% |       76.19% |       0.0283 |       0.8181 |      1.0000e-11 |
|      91 |        1000 |       00:08:11 |      100.00% |       76.19% |       0.0296 |       0.8777 |      1.0000e-12 |
|      96 |        1050 |       00:08:36 |      100.00% |       76.19% |       0.0120 |       0.8181 |      1.0000e-12 |
|     100 |        1100 |       00:09:01 |      100.00% |       76.19% |       0.0295 |       0.8777 |      1.0000e-12 |
|======================================================================================================================|
