Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       40.00% |       52.38% |       0.7918 |       0.7019 |          0.0010 |
|       5 |          50 |       00:00:26 |       80.00% |       61.90% |       0.4560 |       0.6099 |          0.0010 |
|      10 |         100 |       00:00:51 |       70.00% |       80.95% |       0.5212 |       0.5957 |          0.0010 |
|      14 |         150 |       00:01:17 |       80.00% |       71.43% |       0.3764 |       0.7937 |          0.0001 |
|      19 |         200 |       00:01:42 |       80.00% |       71.43% |       0.4427 |       0.7437 |          0.0001 |
|      23 |         250 |       00:02:08 |       70.00% |       71.43% |       0.5776 |       0.7133 |      1.0000e-05 |
|      28 |         300 |       00:02:33 |       70.00% |       76.19% |       0.5122 |       0.6959 |      1.0000e-05 |
|      32 |         350 |       00:02:58 |       80.00% |       80.95% |       0.4821 |       0.6158 |      1.0000e-06 |
|      37 |         400 |       00:03:23 |       80.00% |       76.19% |       0.4569 |       0.6760 |      1.0000e-06 |
|      41 |         450 |       00:03:48 |      100.00% |       71.43% |       0.1512 |       0.7112 |      1.0000e-07 |
|      46 |         500 |       00:04:13 |       60.00% |       71.43% |       0.8656 |       0.7252 |      1.0000e-07 |
|      50 |         550 |       00:04:38 |       90.00% |       71.43% |       0.2658 |       0.7119 |      1.0000e-07 |
|      55 |         600 |       00:05:03 |       90.00% |       71.43% |       0.2022 |       0.7290 |      1.0000e-08 |
|      60 |         650 |       00:05:28 |       80.00% |       80.95% |       0.3926 |       0.6293 |      1.0000e-08 |
|      64 |         700 |       00:05:54 |       90.00% |       71.43% |       0.1732 |       0.7150 |      1.0000e-09 |
|      69 |         750 |       00:06:19 |       70.00% |       71.43% |       0.4460 |       0.6983 |      1.0000e-09 |
|      73 |         800 |       00:06:45 |       90.00% |       71.43% |       0.2484 |       0.7290 |      1.0000e-10 |
|      78 |         850 |       00:07:10 |      100.00% |       76.19% |       0.1138 |       0.6512 |      1.0000e-10 |
|      82 |         900 |       00:07:36 |      100.00% |       71.43% |       0.1208 |       0.7154 |      1.0000e-11 |
|      87 |         950 |       00:08:01 |       60.00% |       71.43% |       0.5034 |       0.6983 |      1.0000e-11 |
|      91 |        1000 |       00:08:27 |       80.00% |       71.43% |       0.4431 |       0.7112 |      1.0000e-12 |
|      96 |        1050 |       00:08:52 |       80.00% |       76.19% |       0.4241 |       0.6248 |      1.0000e-12 |
|     100 |        1100 |       00:09:17 |       90.00% |       76.19% |       0.3595 |       0.6512 |      1.0000e-12 |
|======================================================================================================================|
