Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       50.00% |       61.90% |       0.7026 |       0.6479 |          0.0010 |
|       5 |          50 |       00:00:25 |       50.00% |       57.14% |       0.7636 |       0.6734 |          0.0010 |
|      10 |         100 |       00:00:49 |       90.00% |       61.90% |       0.3044 |       0.7182 |          0.0010 |
|      14 |         150 |       00:01:12 |       60.00% |       66.67% |       0.7944 |       0.7003 |          0.0001 |
|      19 |         200 |       00:01:35 |       70.00% |       61.90% |       0.4183 |       0.7673 |          0.0001 |
|      23 |         250 |       00:01:59 |      100.00% |       61.90% |       0.2689 |       0.7902 |      1.0000e-05 |
|      28 |         300 |       00:02:23 |       80.00% |       66.67% |       0.3510 |       0.7537 |      1.0000e-05 |
|      32 |         350 |       00:02:47 |       80.00% |       61.90% |       0.3583 |       0.7765 |      1.0000e-06 |
|      37 |         400 |       00:03:11 |       80.00% |       61.90% |       0.3304 |       0.7818 |      1.0000e-06 |
|      41 |         450 |       00:03:34 |       70.00% |       61.90% |       0.6067 |       0.7996 |      1.0000e-07 |
|      46 |         500 |       00:03:58 |       80.00% |       66.67% |       0.4340 |       0.7413 |      1.0000e-07 |
|      50 |         550 |       00:04:22 |       70.00% |       66.67% |       0.5813 |       0.7153 |      1.0000e-07 |
|      55 |         600 |       00:04:46 |       90.00% |       61.90% |       0.2868 |       0.7601 |      1.0000e-08 |
|      60 |         650 |       00:05:10 |       70.00% |       57.14% |       0.5162 |       0.8242 |      1.0000e-08 |
|      64 |         700 |       00:05:34 |       70.00% |       57.14% |       0.4497 |       0.8242 |      1.0000e-09 |
|      69 |         750 |       00:05:59 |       90.00% |       66.67% |       0.2904 |       0.7398 |      1.0000e-09 |
|      73 |         800 |       00:06:23 |       80.00% |       61.90% |       0.4086 |       0.7824 |      1.0000e-10 |
|      78 |         850 |       00:06:48 |       60.00% |       57.14% |       0.5981 |       0.8243 |      1.0000e-10 |
|      82 |         900 |       00:07:12 |       80.00% |       61.90% |       0.3001 |       0.7732 |      1.0000e-11 |
|      87 |         950 |       00:07:37 |       70.00% |       61.90% |       0.3388 |       0.7693 |      1.0000e-11 |
|      91 |        1000 |       00:08:01 |       80.00% |       61.90% |       0.4645 |       0.7958 |      1.0000e-12 |
|      96 |        1050 |       00:08:25 |       70.00% |       66.67% |       0.3647 |       0.7398 |      1.0000e-12 |
|     100 |        1100 |       00:08:49 |       70.00% |       66.67% |       0.3527 |       0.7398 |      1.0000e-12 |
|======================================================================================================================|
