Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       30.00% |       38.10% |       1.1125 |       1.0457 |          0.0010 |
|       5 |          50 |       00:00:25 |       60.00% |       80.95% |       0.8914 |       0.3998 |          0.0010 |
|      10 |         100 |       00:00:50 |      100.00% |       90.48% |       0.0198 |       0.1124 |          0.0010 |
|      14 |         150 |       00:01:15 |      100.00% |       85.71% |       0.0185 |       0.4115 |          0.0001 |
|      19 |         200 |       00:01:40 |      100.00% |       90.48% |       0.0065 |       0.3493 |          0.0001 |
|      23 |         250 |       00:02:05 |      100.00% |       85.71% |       0.0083 |       0.3914 |      1.0000e-05 |
|      28 |         300 |       00:02:30 |      100.00% |       85.71% |       0.0334 |       0.4000 |      1.0000e-05 |
|      32 |         350 |       00:02:55 |      100.00% |       85.71% |       0.0098 |       0.3737 |      1.0000e-06 |
|      37 |         400 |       00:03:19 |       90.00% |       85.71% |       0.1059 |       0.3750 |      1.0000e-06 |
|      41 |         450 |       00:03:44 |      100.00% |       90.48% |       0.0089 |       0.3269 |      1.0000e-07 |
|      46 |         500 |       00:04:08 |       90.00% |       90.48% |       0.0908 |       0.3270 |      1.0000e-07 |
|      50 |         550 |       00:04:33 |      100.00% |       85.71% |       0.0156 |       0.3967 |      1.0000e-07 |
|      55 |         600 |       00:04:58 |      100.00% |       85.71% |       0.0786 |       0.3735 |      1.0000e-08 |
|      60 |         650 |       00:05:23 |      100.00% |       90.48% |       0.0211 |       0.3381 |      1.0000e-08 |
|      64 |         700 |       00:05:48 |      100.00% |       85.71% |       0.0666 |       0.3977 |      1.0000e-09 |
|      69 |         750 |       00:06:13 |      100.00% |       90.48% |       0.0141 |       0.3365 |      1.0000e-09 |
|      73 |         800 |       00:06:38 |      100.00% |       90.48% |       0.0846 |       0.3269 |      1.0000e-10 |
|      78 |         850 |       00:07:03 |      100.00% |       85.71% |       0.0043 |       0.3841 |      1.0000e-10 |
|      82 |         900 |       00:07:28 |      100.00% |       85.71% |       0.0111 |       0.6411 |      1.0000e-11 |
|      87 |         950 |       00:07:53 |      100.00% |       90.48% |       0.0098 |       0.3269 |      1.0000e-11 |
|      91 |        1000 |       00:08:18 |      100.00% |       90.48% |       0.0064 |       0.3206 |      1.0000e-12 |
|      96 |        1050 |       00:08:43 |      100.00% |       90.48% |       0.0033 |       0.3269 |      1.0000e-12 |
|     100 |        1100 |       00:09:08 |      100.00% |       85.71% |       0.0136 |       0.3885 |      1.0000e-12 |
|======================================================================================================================|
