Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       20.00% |       14.29% |       1.9442 |       1.8236 |          0.0010 |
|       5 |          50 |       00:00:25 |       80.00% |       42.86% |       0.9493 |       1.3692 |          0.0010 |
|      10 |         100 |       00:00:50 |       70.00% |       52.38% |       0.6686 |       1.7339 |          0.0010 |
|      14 |         150 |       00:01:14 |      100.00% |       47.62% |       0.1492 |       1.9963 |          0.0001 |
|      19 |         200 |       00:01:38 |      100.00% |       52.38% |       0.2408 |       1.8812 |          0.0001 |
|      23 |         250 |       00:02:02 |      100.00% |       52.38% |       0.0888 |       1.9112 |      1.0000e-05 |
|      28 |         300 |       00:02:26 |       90.00% |       52.38% |       0.2268 |       1.8677 |      1.0000e-05 |
|      32 |         350 |       00:02:50 |       90.00% |       52.38% |       0.2611 |       2.0200 |      1.0000e-06 |
|      37 |         400 |       00:03:14 |       90.00% |       52.38% |       0.2480 |       1.8777 |      1.0000e-06 |
|      41 |         450 |       00:03:38 |      100.00% |       47.62% |       0.0633 |       1.9880 |      1.0000e-07 |
|      46 |         500 |       00:04:02 |      100.00% |       47.62% |       0.0599 |       1.8919 |      1.0000e-07 |
|      50 |         550 |       00:04:27 |      100.00% |       47.62% |       0.1924 |       1.9484 |      1.0000e-07 |
|      55 |         600 |       00:04:50 |      100.00% |       52.38% |       0.0995 |       1.9114 |      1.0000e-08 |
|      60 |         650 |       00:05:15 |      100.00% |       47.62% |       0.0579 |       2.0103 |      1.0000e-08 |
|      64 |         700 |       00:05:39 |      100.00% |       52.38% |       0.0564 |       1.8784 |      1.0000e-09 |
|      69 |         750 |       00:06:03 |      100.00% |       47.62% |       0.2243 |       1.8975 |      1.0000e-09 |
|      73 |         800 |       00:06:27 |       90.00% |       47.62% |       0.4125 |       1.8941 |      1.0000e-10 |
|      78 |         850 |       00:06:51 |      100.00% |       47.62% |       0.1203 |       1.9917 |      1.0000e-10 |
|      82 |         900 |       00:07:15 |      100.00% |       47.62% |       0.0900 |       1.8725 |      1.0000e-11 |
|      87 |         950 |       00:07:39 |      100.00% |       52.38% |       0.1948 |       2.0212 |      1.0000e-11 |
|      91 |        1000 |       00:08:04 |      100.00% |       52.38% |       0.0747 |       1.9206 |      1.0000e-12 |
|      96 |        1050 |       00:08:28 |      100.00% |       47.62% |       0.0816 |       1.9636 |      1.0000e-12 |
|     100 |        1100 |       00:08:53 |      100.00% |       52.38% |       0.1408 |       1.9115 |      1.0000e-12 |
|======================================================================================================================|
