Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       18.18% |       20.00% |       2.8855 |       2.8901 |          0.0010 |
|       6 |          22 |       00:00:07 |       27.27% |        0.00% |       2.3353 |       2.5912 |          0.0010 |
|      11 |          44 |       00:00:15 |       36.36% |       30.00% |       1.7338 |       2.2652 |          0.0001 |
|      13 |          50 |       00:00:17 |       18.18% |              |       2.0524 |              |          0.0001 |
|      17 |          66 |       00:00:22 |       54.55% |       20.00% |       1.8219 |       2.3826 |          0.0001 |
|      22 |          88 |       00:00:29 |       36.36% |       30.00% |       1.7743 |       2.3582 |      1.0000e-05 |
|      25 |         100 |       00:00:33 |       54.55% |              |       1.7370 |              |      1.0000e-05 |
|      28 |         110 |       00:00:36 |       18.18% |       30.00% |       1.9863 |       2.3567 |      1.0000e-05 |
|      33 |         132 |       00:00:43 |       45.45% |       30.00% |       1.6826 |       2.3545 |      1.0000e-06 |
|      38 |         150 |       00:00:49 |       36.36% |              |       1.9603 |              |      1.0000e-06 |
|      39 |         154 |       00:00:51 |       27.27% |       30.00% |       2.0397 |       2.3543 |      1.0000e-06 |
|      44 |         176 |       00:00:58 |       45.45% |       30.00% |       1.7175 |       2.3542 |      1.0000e-07 |
|      50 |         198 |       00:01:05 |       27.27% |       30.00% |       2.2379 |       2.3542 |      1.0000e-07 |
|      50 |         200 |       00:01:06 |       36.36% |              |       1.9482 |              |      1.0000e-07 |
|      55 |         220 |       00:01:12 |       27.27% |       30.00% |       1.8528 |       2.3542 |      1.0000e-08 |
|      61 |         242 |       00:01:19 |       36.36% |       30.00% |       1.6731 |       2.3542 |      1.0000e-09 |
|      63 |         250 |       00:01:22 |       72.73% |              |       1.2584 |              |      1.0000e-09 |
|      66 |         264 |       00:01:27 |       63.64% |       30.00% |       1.4705 |       2.3542 |      1.0000e-09 |
|      72 |         286 |       00:01:34 |       63.64% |       30.00% |       1.5541 |       2.3542 |      1.0000e-10 |
|      75 |         300 |       00:01:38 |       36.36% |              |       1.8515 |              |      1.0000e-10 |
|      77 |         308 |       00:01:41 |       72.73% |       30.00% |       1.3261 |       2.3542 |      1.0000e-10 |
|      83 |         330 |       00:01:49 |       54.55% |       30.00% |       1.7606 |       2.3542 |      1.0000e-11 |
|      88 |         350 |       00:01:55 |       54.55% |              |       1.5787 |              |      1.0000e-11 |
|      88 |         352 |       00:01:56 |       27.27% |       30.00% |       1.9907 |       2.3542 |      1.0000e-11 |
|      94 |         374 |       00:02:03 |       63.64% |       30.00% |       1.8016 |       2.3542 |      1.0000e-12 |
|      99 |         396 |       00:02:10 |       45.45% |       30.00% |       1.6091 |       2.3542 |      1.0000e-12 |
|     100 |         400 |       00:02:12 |       54.55% |       30.00% |       1.8428 |       2.3542 |      1.0000e-12 |
|======================================================================================================================|
