Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       27.27% |        0.00% |       2.8840 |       2.9052 |          0.0010 |
|       6 |          22 |       00:00:07 |       18.18% |        0.00% |       2.4116 |       2.8279 |          0.0010 |
|      11 |          44 |       00:00:15 |       18.18% |        0.00% |       2.1694 |       2.8410 |          0.0001 |
|      13 |          50 |       00:00:17 |       36.36% |              |       2.0006 |              |          0.0001 |
|      17 |          66 |       00:00:22 |       45.45% |        0.00% |       1.8171 |       2.7408 |          0.0001 |
|      22 |          88 |       00:00:29 |       36.36% |        0.00% |       2.2220 |       2.7884 |      1.0000e-05 |
|      25 |         100 |       00:00:33 |       36.36% |              |       2.1134 |              |      1.0000e-05 |
|      28 |         110 |       00:00:36 |       27.27% |        0.00% |       2.0478 |       2.7318 |      1.0000e-05 |
|      33 |         132 |       00:00:43 |       36.36% |        0.00% |       2.0598 |       2.7522 |      1.0000e-06 |
|      38 |         150 |       00:00:49 |       27.27% |              |       2.3231 |              |      1.0000e-06 |
|      39 |         154 |       00:00:51 |       18.18% |        0.00% |       2.3882 |       2.7509 |      1.0000e-06 |
|      44 |         176 |       00:00:58 |       27.27% |        0.00% |       2.0387 |       2.7494 |      1.0000e-07 |
|      50 |         198 |       00:01:05 |       18.18% |        0.00% |       2.2249 |       2.7497 |      1.0000e-07 |
|      50 |         200 |       00:01:06 |       36.36% |              |       1.9926 |              |      1.0000e-07 |
|      55 |         220 |       00:01:13 |       54.55% |        0.00% |       1.8456 |       2.7497 |      1.0000e-08 |
|      61 |         242 |       00:01:20 |       63.64% |        0.00% |       1.7323 |       2.7498 |      1.0000e-09 |
|      63 |         250 |       00:01:22 |       36.36% |              |       2.0120 |              |      1.0000e-09 |
|      66 |         264 |       00:01:27 |        9.09% |        0.00% |       2.2032 |       2.7498 |      1.0000e-09 |
|      72 |         286 |       00:01:34 |       36.36% |        0.00% |       2.0260 |       2.7498 |      1.0000e-10 |
|      75 |         300 |       00:01:39 |       18.18% |              |       2.3202 |              |      1.0000e-10 |
|      77 |         308 |       00:01:42 |       18.18% |        0.00% |       2.1076 |       2.7498 |      1.0000e-10 |
|      83 |         330 |       00:01:49 |       54.55% |        0.00% |       2.0800 |       2.7498 |      1.0000e-11 |
|      88 |         350 |       00:01:56 |       27.27% |              |       1.8739 |              |      1.0000e-11 |
|      88 |         352 |       00:01:56 |       36.36% |        0.00% |       2.1834 |       2.7498 |      1.0000e-11 |
|      94 |         374 |       00:02:04 |       54.55% |        0.00% |       1.8696 |       2.7498 |      1.0000e-12 |
|      99 |         396 |       00:02:11 |        9.09% |        0.00% |       2.2466 |       2.7498 |      1.0000e-12 |
|     100 |         400 |       00:02:12 |       18.18% |        0.00% |       2.1278 |       2.7498 |      1.0000e-12 |
|======================================================================================================================|
