Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |        0.00% |        0.00% |       2.9155 |       2.8813 |          0.0010 |
|       6 |          22 |       00:00:07 |       54.55% |       10.00% |       2.0461 |       2.7379 |          0.0010 |
|      11 |          44 |       00:00:15 |       36.36% |       20.00% |       1.8431 |       2.5037 |          0.0001 |
|      13 |          50 |       00:00:17 |       45.45% |              |       1.5024 |              |          0.0001 |
|      17 |          66 |       00:00:22 |       63.64% |       20.00% |       1.0500 |       2.4126 |          0.0001 |
|      22 |          88 |       00:00:29 |       90.91% |       30.00% |       0.9606 |       2.3430 |      1.0000e-05 |
|      25 |         100 |       00:00:33 |       63.64% |              |       0.9669 |              |      1.0000e-05 |
|      28 |         110 |       00:00:36 |       63.64% |       30.00% |       1.6056 |       2.3313 |      1.0000e-05 |
|      33 |         132 |       00:00:44 |       81.82% |       30.00% |       1.0495 |       2.3287 |      1.0000e-06 |
|      38 |         150 |       00:00:49 |       63.64% |              |       1.1569 |              |      1.0000e-06 |
|      39 |         154 |       00:00:51 |       36.36% |       30.00% |       1.8781 |       2.3274 |      1.0000e-06 |
|      44 |         176 |       00:00:58 |       72.73% |       30.00% |       1.0214 |       2.3271 |      1.0000e-07 |
|      50 |         198 |       00:01:05 |       54.55% |       30.00% |       1.3430 |       2.3269 |      1.0000e-07 |
|      50 |         200 |       00:01:06 |       63.64% |              |       1.1513 |              |      1.0000e-07 |
|      55 |         220 |       00:01:13 |       72.73% |       30.00% |       0.9782 |       2.3269 |      1.0000e-08 |
|      61 |         242 |       00:01:20 |       81.82% |       30.00% |       1.0410 |       2.3269 |      1.0000e-09 |
|      63 |         250 |       00:01:23 |       81.82% |              |       0.6522 |              |      1.0000e-09 |
|      66 |         264 |       00:01:27 |       72.73% |       30.00% |       1.2675 |       2.3269 |      1.0000e-09 |
|      72 |         286 |       00:01:35 |       54.55% |       30.00% |       1.2255 |       2.3269 |      1.0000e-10 |
|      75 |         300 |       00:01:39 |       45.45% |              |       1.7118 |              |      1.0000e-10 |
|      77 |         308 |       00:01:42 |       72.73% |       30.00% |       0.9810 |       2.3269 |      1.0000e-10 |
|      83 |         330 |       00:01:49 |       63.64% |       30.00% |       1.4656 |       2.3269 |      1.0000e-11 |
|      88 |         350 |       00:01:56 |       81.82% |              |       1.1379 |              |      1.0000e-11 |
|      88 |         352 |       00:01:56 |       63.64% |       30.00% |       1.1365 |       2.3269 |      1.0000e-11 |
|      94 |         374 |       00:02:04 |       63.64% |       30.00% |       1.0586 |       2.3269 |      1.0000e-12 |
|      99 |         396 |       00:02:11 |       81.82% |       30.00% |       1.0198 |       2.3269 |      1.0000e-12 |
|     100 |         400 |       00:02:13 |      100.00% |       30.00% |       0.8543 |       2.3269 |      1.0000e-12 |
|======================================================================================================================|
