Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       40.00% |       52.38% |       0.6733 |       0.7095 |          0.0010 |
|       5 |          50 |       00:00:26 |       70.00% |       80.95% |       0.6778 |       0.4922 |          0.0010 |
|      10 |         100 |       00:00:51 |       80.00% |       80.95% |       0.3528 |       0.7085 |          0.0010 |
|      14 |         150 |       00:01:15 |       90.00% |       85.71% |       0.2554 |       0.5870 |          0.0001 |
|      19 |         200 |       00:01:41 |      100.00% |       85.71% |       0.0395 |       0.4813 |          0.0001 |
|      23 |         250 |       00:02:05 |      100.00% |       90.48% |       0.0170 |       0.4504 |      1.0000e-05 |
|      28 |         300 |       00:02:30 |      100.00% |       85.71% |       0.0395 |       0.4604 |      1.0000e-05 |
|      32 |         350 |       00:02:55 |       90.00% |       85.71% |       0.3860 |       0.5014 |      1.0000e-06 |
|      37 |         400 |       00:03:19 |      100.00% |       85.71% |       0.0109 |       0.4589 |      1.0000e-06 |
|      41 |         450 |       00:03:43 |      100.00% |       85.71% |       0.0313 |       0.5070 |      1.0000e-07 |
|      46 |         500 |       00:04:08 |       90.00% |       85.71% |       0.2232 |       0.4595 |      1.0000e-07 |
|      50 |         550 |       00:04:32 |      100.00% |       85.71% |       0.0173 |       0.4639 |      1.0000e-07 |
|      55 |         600 |       00:04:58 |      100.00% |       85.71% |       0.0190 |       0.4544 |      1.0000e-08 |
|      60 |         650 |       00:05:22 |      100.00% |       85.71% |       0.0424 |       0.4619 |      1.0000e-08 |
|      64 |         700 |       00:05:47 |      100.00% |       85.71% |       0.0820 |       0.4678 |      1.0000e-09 |
|      69 |         750 |       00:06:12 |      100.00% |       85.71% |       0.0475 |       0.5014 |      1.0000e-09 |
|      73 |         800 |       00:06:36 |      100.00% |       85.71% |       0.0330 |       0.4678 |      1.0000e-10 |
|      78 |         850 |       00:07:01 |      100.00% |       85.71% |       0.0145 |       0.5110 |      1.0000e-10 |
|      82 |         900 |       00:07:26 |      100.00% |       85.71% |       0.0899 |       0.5028 |      1.0000e-11 |
|      87 |         950 |       00:07:51 |      100.00% |       85.71% |       0.0337 |       0.5024 |      1.0000e-11 |
|      91 |        1000 |       00:08:16 |      100.00% |       85.71% |       0.0999 |       0.4621 |      1.0000e-12 |
|      96 |        1050 |       00:08:41 |       80.00% |       85.71% |       0.5480 |       0.4590 |      1.0000e-12 |
|     100 |        1100 |       00:09:06 |      100.00% |       85.71% |       0.0120 |       0.5026 |      1.0000e-12 |
|======================================================================================================================|
