Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       50.00% |       33.33% |       0.7315 |       0.7199 |          0.0010 |
|       5 |          50 |       00:00:25 |       80.00% |       61.90% |       0.3763 |       0.8005 |          0.0010 |
|      10 |         100 |       00:00:51 |       80.00% |       61.90% |       0.3392 |       0.8296 |          0.0010 |
|      14 |         150 |       00:01:15 |       90.00% |       61.90% |       0.2348 |       0.8982 |          0.0001 |
|      19 |         200 |       00:01:40 |      100.00% |       61.90% |       0.0364 |       0.8840 |          0.0001 |
|      23 |         250 |       00:02:05 |      100.00% |       61.90% |       0.1419 |       0.8437 |      1.0000e-05 |
|      28 |         300 |       00:02:30 |      100.00% |       57.14% |       0.1051 |       1.0572 |      1.0000e-05 |
|      32 |         350 |       00:02:54 |       90.00% |       61.90% |       0.1927 |       0.9959 |      1.0000e-06 |
|      37 |         400 |       00:03:19 |       80.00% |       66.67% |       0.3615 |       0.8867 |      1.0000e-06 |
|      41 |         450 |       00:03:43 |       90.00% |       61.90% |       0.1924 |       1.0658 |      1.0000e-07 |
|      46 |         500 |       00:04:08 |      100.00% |       57.14% |       0.0665 |       1.0930 |      1.0000e-07 |
|      50 |         550 |       00:04:33 |       90.00% |       57.14% |       0.1660 |       1.0940 |      1.0000e-07 |
|      55 |         600 |       00:04:58 |      100.00% |       57.14% |       0.1343 |       1.0231 |      1.0000e-08 |
|      60 |         650 |       00:05:22 |      100.00% |       61.90% |       0.0501 |       0.8700 |      1.0000e-08 |
|      64 |         700 |       00:05:47 |       90.00% |       61.90% |       0.1684 |       0.8539 |      1.0000e-09 |
|      69 |         750 |       00:06:12 |       90.00% |       66.67% |       0.2459 |       0.8954 |      1.0000e-09 |
|      73 |         800 |       00:06:37 |       90.00% |       61.90% |       0.1413 |       1.0121 |      1.0000e-10 |
|      78 |         850 |       00:07:02 |       80.00% |       61.90% |       0.2502 |       0.9827 |      1.0000e-10 |
|      82 |         900 |       00:07:27 |       90.00% |       61.90% |       0.2453 |       0.9271 |      1.0000e-11 |
|      87 |         950 |       00:07:51 |       90.00% |       61.90% |       0.1269 |       0.9899 |      1.0000e-11 |
|      91 |        1000 |       00:08:16 |      100.00% |       61.90% |       0.0594 |       0.9616 |      1.0000e-12 |
|      96 |        1050 |       00:08:41 |       90.00% |       61.90% |       0.1568 |       1.0303 |      1.0000e-12 |
|     100 |        1100 |       00:09:06 |      100.00% |       57.14% |       0.1367 |       0.8760 |      1.0000e-12 |
|======================================================================================================================|
