Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       60.00% |       61.90% |       0.6067 |       0.6752 |          0.0010 |
|       5 |          50 |       00:00:25 |       70.00% |       66.67% |       0.5304 |       0.7269 |          0.0010 |
|      10 |         100 |       00:00:49 |       80.00% |       61.90% |       0.3490 |       0.8825 |          0.0010 |
|      14 |         150 |       00:01:13 |       80.00% |       57.14% |       0.5476 |       0.7901 |          0.0001 |
|      19 |         200 |       00:01:37 |       90.00% |       71.43% |       0.3405 |       0.6697 |          0.0001 |
|      23 |         250 |       00:02:01 |       70.00% |       71.43% |       0.4573 |       0.6760 |      1.0000e-05 |
|      28 |         300 |       00:02:25 |       90.00% |       66.67% |       0.3438 |       0.7194 |      1.0000e-05 |
|      32 |         350 |       00:02:49 |      100.00% |       61.90% |       0.2744 |       0.7026 |      1.0000e-06 |
|      37 |         400 |       00:03:13 |       70.00% |       66.67% |       0.4685 |       0.6908 |      1.0000e-06 |
|      41 |         450 |       00:03:37 |       70.00% |       61.90% |       0.4940 |       0.6883 |      1.0000e-07 |
|      46 |         500 |       00:04:02 |       80.00% |       66.67% |       0.4404 |       0.7365 |      1.0000e-07 |
|      50 |         550 |       00:04:26 |       90.00% |       61.90% |       0.4390 |       0.7228 |      1.0000e-07 |
|      55 |         600 |       00:04:50 |       90.00% |       66.67% |       0.3349 |       0.6750 |      1.0000e-08 |
|      60 |         650 |       00:05:14 |       70.00% |       66.67% |       0.6468 |       0.7009 |      1.0000e-08 |
|      64 |         700 |       00:05:38 |       90.00% |       66.67% |       0.3565 |       0.6749 |      1.0000e-09 |
|      69 |         750 |       00:06:02 |       80.00% |       66.67% |       0.4264 |       0.6854 |      1.0000e-09 |
|      73 |         800 |       00:06:26 |       90.00% |       66.67% |       0.5150 |       0.7326 |      1.0000e-10 |
|      78 |         850 |       00:06:50 |      100.00% |       66.67% |       0.3235 |       0.7103 |      1.0000e-10 |
|      82 |         900 |       00:07:14 |       90.00% |       66.67% |       0.4812 |       0.7104 |      1.0000e-11 |
|      87 |         950 |       00:07:38 |       70.00% |       61.90% |       0.5439 |       0.6976 |      1.0000e-11 |
|      91 |        1000 |       00:08:02 |       90.00% |       66.67% |       0.3427 |       0.7365 |      1.0000e-12 |
|      96 |        1050 |       00:08:26 |       80.00% |       61.90% |       0.4689 |       0.7242 |      1.0000e-12 |
|     100 |        1100 |       00:08:50 |       80.00% |       61.90% |       0.3699 |       0.7307 |      1.0000e-12 |
|======================================================================================================================|
