Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       20.00% |       28.57% |       0.8274 |       0.7025 |          0.0010 |
|       5 |          50 |       00:00:25 |       70.00% |       90.48% |       0.5894 |       0.4332 |          0.0010 |
|      10 |         100 |       00:00:49 |       60.00% |       76.19% |       0.6545 |       0.5382 |          0.0010 |
|      14 |         150 |       00:01:13 |       80.00% |       76.19% |       0.3598 |       0.5620 |          0.0001 |
|      19 |         200 |       00:01:37 |       60.00% |       71.43% |       0.5444 |       0.5748 |          0.0001 |
|      23 |         250 |       00:02:01 |       90.00% |       76.19% |       0.4353 |       0.5524 |      1.0000e-05 |
|      28 |         300 |       00:02:24 |       90.00% |       76.19% |       0.5253 |       0.4775 |      1.0000e-05 |
|      32 |         350 |       00:02:48 |       60.00% |       76.19% |       0.5234 |       0.4766 |      1.0000e-06 |
|      37 |         400 |       00:03:12 |      100.00% |       80.95% |       0.3279 |       0.4516 |      1.0000e-06 |
|      41 |         450 |       00:03:37 |       90.00% |       76.19% |       0.2630 |       0.4735 |      1.0000e-07 |
|      46 |         500 |       00:04:01 |       70.00% |       71.43% |       0.4645 |       0.5340 |      1.0000e-07 |
|      50 |         550 |       00:04:25 |       90.00% |       76.19% |       0.4634 |       0.4807 |      1.0000e-07 |
|      55 |         600 |       00:04:49 |       70.00% |       71.43% |       0.6388 |       0.5043 |      1.0000e-08 |
|      60 |         650 |       00:05:13 |       60.00% |       76.19% |       0.6799 |       0.5520 |      1.0000e-08 |
|      64 |         700 |       00:05:37 |       70.00% |       76.19% |       0.4867 |       0.4767 |      1.0000e-09 |
|      69 |         750 |       00:06:00 |       50.00% |       76.19% |       0.6830 |       0.5414 |      1.0000e-09 |
|      73 |         800 |       00:06:25 |       80.00% |       76.19% |       0.3984 |       0.5466 |      1.0000e-10 |
|      78 |         850 |       00:06:49 |       80.00% |       76.19% |       0.3761 |       0.5419 |      1.0000e-10 |
|      82 |         900 |       00:07:13 |       90.00% |       76.19% |       0.3146 |       0.5562 |      1.0000e-11 |
|      87 |         950 |       00:07:37 |       80.00% |       76.19% |       0.3422 |       0.5520 |      1.0000e-11 |
|      91 |        1000 |       00:08:01 |       90.00% |       76.19% |       0.4385 |       0.4713 |      1.0000e-12 |
|      96 |        1050 |       00:08:26 |       90.00% |       71.43% |       0.2600 |       0.5126 |      1.0000e-12 |
|     100 |        1100 |       00:08:50 |       70.00% |       76.19% |       0.4815 |       0.4767 |      1.0000e-12 |
|======================================================================================================================|
