Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       10.00% |       19.05% |       1.7487 |       1.7893 |          0.0010 |
|       5 |          50 |       00:00:24 |       50.00% |       33.33% |       1.0852 |       1.6597 |          0.0010 |
|      10 |         100 |       00:00:48 |       70.00% |       47.62% |       1.0522 |       1.4245 |          0.0010 |
|      14 |         150 |       00:01:11 |       80.00% |       42.86% |       0.8644 |       1.5934 |          0.0001 |
|      19 |         200 |       00:01:34 |       90.00% |       42.86% |       0.4709 |       1.4596 |          0.0001 |
|      23 |         250 |       00:01:57 |       80.00% |       47.62% |       0.5236 |       1.6386 |      1.0000e-05 |
|      28 |         300 |       00:02:20 |       90.00% |       42.86% |       0.7425 |       1.6329 |      1.0000e-05 |
|      32 |         350 |       00:02:44 |      100.00% |       47.62% |       0.4564 |       1.5681 |      1.0000e-06 |
|      37 |         400 |       00:03:07 |       70.00% |       42.86% |       0.8821 |       1.4773 |      1.0000e-06 |
|      41 |         450 |       00:03:30 |       90.00% |       47.62% |       0.5505 |       1.4288 |      1.0000e-07 |
|      46 |         500 |       00:03:53 |       70.00% |       42.86% |       0.6096 |       1.6259 |      1.0000e-07 |
|      50 |         550 |       00:04:17 |       60.00% |       47.62% |       0.8878 |       1.6054 |      1.0000e-07 |
|      55 |         600 |       00:04:40 |       70.00% |       47.62% |       0.6297 |       1.5754 |      1.0000e-08 |
|      60 |         650 |       00:05:03 |       90.00% |       47.62% |       0.4884 |       1.5440 |      1.0000e-08 |
|      64 |         700 |       00:05:27 |       90.00% |       42.86% |       0.5211 |       1.4801 |      1.0000e-09 |
|      69 |         750 |       00:05:50 |       70.00% |       52.38% |       0.4569 |       1.3915 |      1.0000e-09 |
|      73 |         800 |       00:06:13 |       70.00% |       47.62% |       1.0164 |       1.2474 |      1.0000e-10 |
|      78 |         850 |       00:06:37 |       70.00% |       47.62% |       0.5985 |       1.4974 |      1.0000e-10 |
|      82 |         900 |       00:07:00 |       50.00% |       42.86% |       1.5510 |       1.4778 |      1.0000e-11 |
|      87 |         950 |       00:07:24 |       70.00% |       42.86% |       0.8366 |       1.5265 |      1.0000e-11 |
|      91 |        1000 |       00:07:47 |       60.00% |       42.86% |       0.7034 |       1.4801 |      1.0000e-12 |
|      96 |        1050 |       00:08:11 |       60.00% |       52.38% |       0.9660 |       1.3982 |      1.0000e-12 |
|     100 |        1100 |       00:08:35 |       90.00% |       42.86% |       0.3254 |       1.6257 |      1.0000e-12 |
|======================================================================================================================|
