Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       30.00% |       19.05% |       1.6684 |       1.8633 |          0.0010 |
|       5 |          50 |       00:00:24 |       50.00% |       42.86% |       1.3268 |       1.4277 |          0.0010 |
|      10 |         100 |       00:00:49 |      100.00% |       61.90% |       0.3795 |       1.1096 |          0.0010 |
|      14 |         150 |       00:01:13 |       80.00% |       61.90% |       0.6781 |       1.0576 |          0.0001 |
|      19 |         200 |       00:01:38 |       90.00% |       66.67% |       0.3765 |       0.9591 |          0.0001 |
|      23 |         250 |       00:02:02 |       80.00% |       66.67% |       0.5244 |       1.0113 |      1.0000e-05 |
|      28 |         300 |       00:02:25 |       60.00% |       61.90% |       0.9371 |       1.2117 |      1.0000e-05 |
|      32 |         350 |       00:02:49 |       90.00% |       66.67% |       0.3144 |       1.0854 |      1.0000e-06 |
|      37 |         400 |       00:03:13 |       90.00% |       57.14% |       0.6689 |       1.1829 |      1.0000e-06 |
|      41 |         450 |       00:03:37 |      100.00% |       66.67% |       0.2291 |       1.0311 |      1.0000e-07 |
|      46 |         500 |       00:04:01 |       90.00% |       66.67% |       0.3092 |       1.0873 |      1.0000e-07 |
|      50 |         550 |       00:04:25 |       80.00% |       66.67% |       0.5034 |       1.0389 |      1.0000e-07 |
|      55 |         600 |       00:04:49 |      100.00% |       61.90% |       0.1790 |       1.1073 |      1.0000e-08 |
|      60 |         650 |       00:05:13 |      100.00% |       66.67% |       0.3361 |       1.1517 |      1.0000e-08 |
|      64 |         700 |       00:05:37 |       80.00% |       66.67% |       0.5527 |       1.0308 |      1.0000e-09 |
|      69 |         750 |       00:06:01 |       90.00% |       57.14% |       0.4424 |       1.1814 |      1.0000e-09 |
|      73 |         800 |       00:06:25 |       80.00% |       61.90% |       0.3762 |       1.1423 |      1.0000e-10 |
|      78 |         850 |       00:06:49 |      100.00% |       61.90% |       0.1637 |       1.1050 |      1.0000e-10 |
|      82 |         900 |       00:07:13 |       80.00% |       66.67% |       0.4452 |       1.0884 |      1.0000e-11 |
|      87 |         950 |       00:07:37 |       90.00% |       61.90% |       0.3407 |       1.1073 |      1.0000e-11 |
|      91 |        1000 |       00:08:01 |      100.00% |       66.67% |       0.1570 |       1.2301 |      1.0000e-12 |
|      96 |        1050 |       00:08:26 |       90.00% |       66.67% |       0.5334 |       1.0659 |      1.0000e-12 |
|     100 |        1100 |       00:08:50 |      100.00% |       66.67% |       0.1425 |       0.9903 |      1.0000e-12 |
|======================================================================================================================|
