Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       10.00% |        9.52% |       1.8219 |       1.8178 |          0.0010 |
|       5 |          50 |       00:00:24 |       30.00% |       28.57% |       1.7964 |       1.7614 |          0.0010 |
|      10 |         100 |       00:00:48 |       50.00% |       38.10% |       1.1291 |       1.6822 |          0.0010 |
|      14 |         150 |       00:01:12 |       80.00% |       47.62% |       0.7555 |       1.7919 |          0.0001 |
|      19 |         200 |       00:01:35 |       70.00% |       38.10% |       1.0658 |       2.1466 |          0.0001 |
|      23 |         250 |       00:01:58 |       40.00% |       42.86% |       1.1264 |       1.7610 |      1.0000e-05 |
|      28 |         300 |       00:02:22 |       50.00% |       42.86% |       1.0064 |       1.7608 |      1.0000e-05 |
|      32 |         350 |       00:02:45 |       70.00% |       47.62% |       0.7801 |       1.6742 |      1.0000e-06 |
|      37 |         400 |       00:03:08 |       70.00% |       42.86% |       1.0090 |       1.9169 |      1.0000e-06 |
|      41 |         450 |       00:03:32 |       70.00% |       38.10% |       0.9648 |       1.7793 |      1.0000e-07 |
|      46 |         500 |       00:03:55 |       60.00% |       38.10% |       0.8972 |       1.8382 |      1.0000e-07 |
|      50 |         550 |       00:04:19 |       90.00% |       38.10% |       0.4931 |       1.7959 |      1.0000e-07 |
|      55 |         600 |       00:04:42 |       50.00% |       42.86% |       0.7402 |       1.7023 |      1.0000e-08 |
|      60 |         650 |       00:05:06 |       70.00% |       38.10% |       1.0045 |       1.7793 |      1.0000e-08 |
|      64 |         700 |       00:05:30 |       80.00% |       42.86% |       0.6983 |       1.7503 |      1.0000e-09 |
|      69 |         750 |       00:05:54 |       80.00% |       42.86% |       0.6352 |       1.7645 |      1.0000e-09 |
|      73 |         800 |       00:06:18 |       70.00% |       42.86% |       0.8242 |       1.7821 |      1.0000e-10 |
|      78 |         850 |       00:06:42 |       50.00% |       38.10% |       1.2154 |       1.7793 |      1.0000e-10 |
|      82 |         900 |       00:07:06 |       70.00% |       42.86% |       0.9211 |       1.7675 |      1.0000e-11 |
|      87 |         950 |       00:07:30 |       70.00% |       33.33% |       0.9642 |       1.9358 |      1.0000e-11 |
|      91 |        1000 |       00:07:54 |       80.00% |       38.10% |       0.5699 |       1.7920 |      1.0000e-12 |
|      96 |        1050 |       00:08:18 |       70.00% |       42.86% |       0.9167 |       1.6991 |      1.0000e-12 |
|     100 |        1100 |       00:08:42 |       70.00% |       42.86% |       1.1568 |       1.7636 |      1.0000e-12 |
|======================================================================================================================|
