Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       40.00% |       42.86% |       1.1019 |       1.0997 |          0.0010 |
|       5 |          50 |       00:00:24 |       60.00% |       66.67% |       0.9068 |       0.7979 |          0.0010 |
|      10 |         100 |       00:00:48 |       90.00% |       71.43% |       0.2140 |       0.8739 |          0.0010 |
|      14 |         150 |       00:01:12 |       90.00% |       90.48% |       0.2494 |       0.3487 |          0.0001 |
|      19 |         200 |       00:01:35 |       90.00% |       90.48% |       0.1667 |       0.5936 |          0.0001 |
|      23 |         250 |       00:01:58 |      100.00% |       85.71% |       0.1349 |       0.5942 |      1.0000e-05 |
|      28 |         300 |       00:02:22 |      100.00% |       85.71% |       0.1362 |       0.7163 |      1.0000e-05 |
|      32 |         350 |       00:02:46 |      100.00% |       90.48% |       0.0988 |       0.4937 |      1.0000e-06 |
|      37 |         400 |       00:03:09 |      100.00% |       90.48% |       0.0749 |       0.4582 |      1.0000e-06 |
|      41 |         450 |       00:03:34 |      100.00% |       95.24% |       0.0704 |       0.3132 |      1.0000e-07 |
|      46 |         500 |       00:03:57 |       90.00% |       90.48% |       0.2785 |       0.4593 |      1.0000e-07 |
|      50 |         550 |       00:04:21 |      100.00% |       90.48% |       0.0699 |       0.5867 |      1.0000e-07 |
|      55 |         600 |       00:04:44 |      100.00% |       90.48% |       0.0575 |       0.3916 |      1.0000e-08 |
|      60 |         650 |       00:05:08 |       90.00% |       90.48% |       0.2865 |       0.6502 |      1.0000e-08 |
|      64 |         700 |       00:05:32 |      100.00% |       85.71% |       0.1033 |       0.5380 |      1.0000e-09 |
|      69 |         750 |       00:05:55 |      100.00% |       85.71% |       0.0624 |       0.6942 |      1.0000e-09 |
|      73 |         800 |       00:06:19 |      100.00% |       85.71% |       0.0448 |       0.5071 |      1.0000e-10 |
|      78 |         850 |       00:06:43 |       90.00% |       90.48% |       0.1857 |       0.4057 |      1.0000e-10 |
|      82 |         900 |       00:07:06 |       90.00% |       90.48% |       0.2566 |       0.5868 |      1.0000e-11 |
|      87 |         950 |       00:07:30 |       80.00% |       95.24% |       0.3680 |       0.3130 |      1.0000e-11 |
|      91 |        1000 |       00:07:54 |      100.00% |       90.48% |       0.0978 |       0.4576 |      1.0000e-12 |
|      96 |        1050 |       00:08:18 |       90.00% |       90.48% |       0.2620 |       0.5620 |      1.0000e-12 |
|     100 |        1100 |       00:08:42 |       90.00% |       85.71% |       0.1753 |       0.5223 |      1.0000e-12 |
|======================================================================================================================|
