Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       10.00% |       19.05% |       1.8769 |       1.8098 |          0.0010 |
|       5 |          50 |       00:00:25 |       50.00% |       57.14% |       1.1720 |       1.3881 |          0.0010 |
|      10 |         100 |       00:00:49 |       70.00% |       66.67% |       0.7647 |       1.2004 |          0.0010 |
|      14 |         150 |       00:01:13 |       80.00% |       66.67% |       0.6801 |       1.0024 |          0.0001 |
|      19 |         200 |       00:01:37 |       70.00% |       66.67% |       0.4923 |       0.9470 |          0.0001 |
|      23 |         250 |       00:02:01 |       70.00% |       66.67% |       0.8230 |       0.8792 |      1.0000e-05 |
|      28 |         300 |       00:02:24 |       70.00% |       61.90% |       0.8482 |       1.0049 |      1.0000e-05 |
|      32 |         350 |       00:02:48 |       70.00% |       61.90% |       0.8158 |       1.0054 |      1.0000e-06 |
|      37 |         400 |       00:03:12 |       90.00% |       66.67% |       0.4886 |       1.1144 |      1.0000e-06 |
|      41 |         450 |       00:03:37 |      100.00% |       61.90% |       0.3777 |       0.9964 |      1.0000e-07 |
|      46 |         500 |       00:04:01 |       90.00% |       61.90% |       0.3453 |       0.9584 |      1.0000e-07 |
|      50 |         550 |       00:04:25 |       90.00% |       66.67% |       0.5654 |       0.9662 |      1.0000e-07 |
|      55 |         600 |       00:04:50 |      100.00% |       61.90% |       0.2386 |       0.9586 |      1.0000e-08 |
|      60 |         650 |       00:05:14 |       90.00% |       66.67% |       0.4751 |       0.9689 |      1.0000e-08 |
|      64 |         700 |       00:05:38 |       90.00% |       61.90% |       0.2833 |       0.9586 |      1.0000e-09 |
|      69 |         750 |       00:06:03 |      100.00% |       61.90% |       0.2922 |       0.9967 |      1.0000e-09 |
|      73 |         800 |       00:06:27 |      100.00% |       61.90% |       0.2536 |       1.1022 |      1.0000e-10 |
|      78 |         850 |       00:06:51 |       80.00% |       57.14% |       0.6136 |       1.1059 |      1.0000e-10 |
|      82 |         900 |       00:07:15 |       90.00% |       66.67% |       0.7555 |       1.1926 |      1.0000e-11 |
|      87 |         950 |       00:07:39 |      100.00% |       61.90% |       0.1854 |       1.0081 |      1.0000e-11 |
|      91 |        1000 |       00:08:03 |      100.00% |       66.67% |       0.2301 |       1.1171 |      1.0000e-12 |
|      96 |        1050 |       00:08:28 |      100.00% |       61.90% |       0.2541 |       1.0930 |      1.0000e-12 |
|     100 |        1100 |       00:08:53 |      100.00% |       61.90% |       0.3370 |       0.9586 |      1.0000e-12 |
|======================================================================================================================|
