Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       20.00% |        4.76% |       1.7625 |       1.8018 |          0.0010 |
|       5 |          50 |       00:00:25 |       40.00% |       33.33% |       1.5796 |       1.5521 |          0.0010 |
|      10 |         100 |       00:00:49 |       30.00% |       28.57% |       1.9699 |       1.6896 |          0.0010 |
|      14 |         150 |       00:01:13 |       40.00% |       38.10% |       1.6098 |       1.4967 |          0.0001 |
|      19 |         200 |       00:01:36 |       30.00% |       33.33% |       1.5504 |       1.6006 |          0.0001 |
|      23 |         250 |       00:02:00 |       30.00% |       38.10% |       1.3923 |       1.5589 |      1.0000e-05 |
|      28 |         300 |       00:02:24 |       50.00% |       38.10% |       1.2658 |       1.5840 |      1.0000e-05 |
|      32 |         350 |       00:02:48 |       40.00% |       38.10% |       1.2194 |       1.5542 |      1.0000e-06 |
|      37 |         400 |       00:03:11 |       50.00% |       38.10% |       1.4633 |       1.5867 |      1.0000e-06 |
|      41 |         450 |       00:03:35 |       40.00% |       42.86% |       1.2057 |       1.5314 |      1.0000e-07 |
|      46 |         500 |       00:04:00 |       60.00% |       42.86% |       1.3066 |       1.4306 |      1.0000e-07 |
|      50 |         550 |       00:04:24 |       40.00% |       38.10% |       1.3241 |       1.5327 |      1.0000e-07 |
|      55 |         600 |       00:04:47 |       30.00% |       38.10% |       1.1883 |       1.5599 |      1.0000e-08 |
|      60 |         650 |       00:05:11 |       60.00% |       42.86% |       1.4059 |       1.5282 |      1.0000e-08 |
|      64 |         700 |       00:05:34 |       60.00% |       42.86% |       1.0631 |       1.4929 |      1.0000e-09 |
|      69 |         750 |       00:05:58 |       60.00% |       38.10% |       1.2586 |       1.4983 |      1.0000e-09 |
|      73 |         800 |       00:06:22 |       40.00% |       38.10% |       1.3570 |       1.5481 |      1.0000e-10 |
|      78 |         850 |       00:06:46 |       50.00% |       38.10% |       1.3470 |       1.5392 |      1.0000e-10 |
|      82 |         900 |       00:07:10 |       40.00% |       33.33% |       1.7566 |       1.5574 |      1.0000e-11 |
|      87 |         950 |       00:07:34 |       60.00% |       33.33% |       1.3424 |       1.5751 |      1.0000e-11 |
|      91 |        1000 |       00:07:58 |       50.00% |       38.10% |       1.4546 |       1.5516 |      1.0000e-12 |
|      96 |        1050 |       00:08:22 |       40.00% |       42.86% |       1.4017 |       1.4835 |      1.0000e-12 |
|     100 |        1100 |       00:08:45 |       70.00% |       38.10% |       1.2076 |       1.5539 |      1.0000e-12 |
|======================================================================================================================|
