Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |        0.00% |       28.57% |       1.7667 |       1.7773 |          0.0010 |
|       5 |          50 |       00:00:25 |       50.00% |       42.86% |       1.1919 |       1.4723 |          0.0010 |
|      10 |         100 |       00:00:48 |       80.00% |       47.62% |       0.5287 |       1.2414 |          0.0010 |
|      14 |         150 |       00:01:12 |       80.00% |       47.62% |       0.7464 |       1.3316 |          0.0001 |
|      19 |         200 |       00:01:35 |       90.00% |       42.86% |       0.4321 |       1.5767 |          0.0001 |
|      23 |         250 |       00:01:59 |       80.00% |       42.86% |       0.4874 |       1.4249 |      1.0000e-05 |
|      28 |         300 |       00:02:23 |       90.00% |       38.10% |       0.3571 |       1.6265 |      1.0000e-05 |
|      32 |         350 |       00:02:47 |      100.00% |       42.86% |       0.1346 |       1.4485 |      1.0000e-06 |
|      37 |         400 |       00:03:10 |       90.00% |       47.62% |       0.2687 |       1.3782 |      1.0000e-06 |
|      41 |         450 |       00:03:34 |      100.00% |       42.86% |       0.2268 |       1.4223 |      1.0000e-07 |
|      46 |         500 |       00:03:59 |       90.00% |       38.10% |       0.4197 |       1.5419 |      1.0000e-07 |
|      50 |         550 |       00:04:23 |       80.00% |       42.86% |       0.6721 |       1.5033 |      1.0000e-07 |
|      55 |         600 |       00:04:46 |      100.00% |       42.86% |       0.1750 |       1.4760 |      1.0000e-08 |
|      60 |         650 |       00:05:10 |      100.00% |       38.10% |       0.3277 |       1.6328 |      1.0000e-08 |
|      64 |         700 |       00:05:34 |      100.00% |       38.10% |       0.1599 |       1.6365 |      1.0000e-09 |
|      69 |         750 |       00:05:58 |       90.00% |       42.86% |       0.2920 |       1.6358 |      1.0000e-09 |
|      73 |         800 |       00:06:22 |       70.00% |       42.86% |       0.4905 |       1.5464 |      1.0000e-10 |
|      78 |         850 |       00:06:46 |       70.00% |       38.10% |       0.6075 |       1.6328 |      1.0000e-10 |
|      82 |         900 |       00:07:10 |       90.00% |       38.10% |       0.3864 |       1.4480 |      1.0000e-11 |
|      87 |         950 |       00:07:34 |       90.00% |       42.86% |       0.2598 |       1.3770 |      1.0000e-11 |
|      91 |        1000 |       00:07:59 |       80.00% |       42.86% |       0.5297 |       1.4061 |      1.0000e-12 |
|      96 |        1050 |       00:08:23 |      100.00% |       42.86% |       0.2560 |       1.3770 |      1.0000e-12 |
|     100 |        1100 |       00:08:47 |       80.00% |       42.86% |       0.8461 |       1.4516 |      1.0000e-12 |
|======================================================================================================================|
