Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       30.00% |       14.29% |       1.7171 |       1.8109 |          0.0010 |
|       5 |          50 |       00:00:26 |       90.00% |       61.90% |       0.6965 |       1.0691 |          0.0010 |
|      10 |         100 |       00:00:51 |       90.00% |       66.67% |       0.4608 |       1.0432 |          0.0010 |
|      14 |         150 |       00:01:15 |      100.00% |       80.95% |       0.1995 |       0.5157 |          0.0001 |
|      19 |         200 |       00:01:40 |      100.00% |       71.43% |       0.0837 |       0.7117 |          0.0001 |
|      23 |         250 |       00:02:05 |       90.00% |       71.43% |       0.3084 |       0.6199 |      1.0000e-05 |
|      28 |         300 |       00:02:30 |      100.00% |       76.19% |       0.1028 |       0.5856 |      1.0000e-05 |
|      32 |         350 |       00:02:55 |      100.00% |       71.43% |       0.1712 |       0.6557 |      1.0000e-06 |
|      37 |         400 |       00:03:19 |       90.00% |       76.19% |       0.4364 |       0.5436 |      1.0000e-06 |
|      41 |         450 |       00:03:44 |       90.00% |       76.19% |       0.2399 |       0.5432 |      1.0000e-07 |
|      46 |         500 |       00:04:08 |       90.00% |       76.19% |       0.4094 |       0.5860 |      1.0000e-07 |
|      50 |         550 |       00:04:34 |      100.00% |       76.19% |       0.1009 |       0.5623 |      1.0000e-07 |
|      55 |         600 |       00:04:59 |      100.00% |       76.19% |       0.0946 |       0.5559 |      1.0000e-08 |
|      60 |         650 |       00:05:23 |       90.00% |       71.43% |       0.1963 |       0.6566 |      1.0000e-08 |
|      64 |         700 |       00:05:48 |       90.00% |       76.19% |       0.2181 |       0.6248 |      1.0000e-09 |
|      69 |         750 |       00:06:13 |      100.00% |       76.19% |       0.0560 |       0.6003 |      1.0000e-09 |
|      73 |         800 |       00:06:38 |       90.00% |       76.19% |       0.2665 |       0.5951 |      1.0000e-10 |
|      78 |         850 |       00:07:03 |      100.00% |       76.19% |       0.1485 |       0.6764 |      1.0000e-10 |
|      82 |         900 |       00:07:28 |      100.00% |       76.19% |       0.1507 |       0.6075 |      1.0000e-11 |
|      87 |         950 |       00:07:52 |      100.00% |       71.43% |       0.0875 |       0.6688 |      1.0000e-11 |
|      91 |        1000 |       00:08:17 |      100.00% |       76.19% |       0.0782 |       0.5592 |      1.0000e-12 |
|      96 |        1050 |       00:08:43 |      100.00% |       71.43% |       0.2574 |       0.6728 |      1.0000e-12 |
|     100 |        1100 |       00:09:07 |      100.00% |       71.43% |       0.1066 |       0.6097 |      1.0000e-12 |
|======================================================================================================================|
