Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       10.00% |       23.81% |       1.8423 |       1.8121 |          0.0010 |
|       5 |          50 |       00:00:26 |       70.00% |       52.38% |       1.2245 |       1.3736 |          0.0010 |
|      10 |         100 |       00:00:49 |       50.00% |       66.67% |       1.0777 |       1.1148 |          0.0010 |
|      14 |         150 |       00:01:13 |       90.00% |       71.43% |       0.4102 |       1.0130 |          0.0001 |
|      19 |         200 |       00:01:37 |       90.00% |       66.67% |       0.4023 |       1.2326 |          0.0001 |
|      23 |         250 |       00:02:02 |       60.00% |       66.67% |       0.9246 |       1.1091 |      1.0000e-05 |
|      28 |         300 |       00:02:26 |       80.00% |       66.67% |       0.4921 |       1.1093 |      1.0000e-05 |
|      32 |         350 |       00:02:50 |       70.00% |       66.67% |       0.7263 |       1.0758 |      1.0000e-06 |
|      37 |         400 |       00:03:14 |       90.00% |       61.90% |       0.4914 |       1.1423 |      1.0000e-06 |
|      41 |         450 |       00:03:38 |       70.00% |       66.67% |       0.9429 |       1.2176 |      1.0000e-07 |
|      46 |         500 |       00:04:02 |       90.00% |       66.67% |       0.3941 |       1.2413 |      1.0000e-07 |
|      50 |         550 |       00:04:27 |       80.00% |       66.67% |       0.5764 |       1.1267 |      1.0000e-07 |
|      55 |         600 |       00:04:51 |      100.00% |       66.67% |       0.2670 |       1.0267 |      1.0000e-08 |
|      60 |         650 |       00:05:15 |       90.00% |       66.67% |       0.5884 |       1.2370 |      1.0000e-08 |
|      64 |         700 |       00:05:39 |       90.00% |       61.90% |       0.4110 |       1.1207 |      1.0000e-09 |
|      69 |         750 |       00:06:03 |       80.00% |       66.67% |       0.6401 |       1.0906 |      1.0000e-09 |
|      73 |         800 |       00:06:28 |       90.00% |       66.67% |       0.3031 |       1.2447 |      1.0000e-10 |
|      78 |         850 |       00:06:52 |       90.00% |       61.90% |       0.3862 |       1.2364 |      1.0000e-10 |
|      82 |         900 |       00:07:16 |      100.00% |       61.90% |       0.2408 |       1.1428 |      1.0000e-11 |
|      87 |         950 |       00:07:41 |       60.00% |       66.67% |       0.7587 |       1.2308 |      1.0000e-11 |
|      91 |        1000 |       00:08:04 |       60.00% |       61.90% |       0.8670 |       1.1395 |      1.0000e-12 |
|      96 |        1050 |       00:08:29 |      100.00% |       66.67% |       0.3567 |       1.1085 |      1.0000e-12 |
|     100 |        1100 |       00:08:53 |      100.00% |       66.67% |       0.2685 |       1.1052 |      1.0000e-12 |
|======================================================================================================================|
