Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |        0.00% |       28.57% |       1.8941 |       1.7680 |          0.0010 |
|       5 |          50 |       00:00:24 |       60.00% |       23.81% |       1.1237 |       1.6764 |          0.0010 |
|      10 |         100 |       00:00:47 |       80.00% |       33.33% |       0.9498 |       1.6655 |          0.0010 |
|      14 |         150 |       00:01:10 |       70.00% |       52.38% |       0.7863 |       1.2617 |          0.0001 |
|      19 |         200 |       00:01:33 |       90.00% |       42.86% |       0.7031 |       1.4250 |          0.0001 |
|      23 |         250 |       00:01:56 |       80.00% |       42.86% |       0.7698 |       1.4495 |      1.0000e-05 |
|      28 |         300 |       00:02:19 |       40.00% |       47.62% |       1.4692 |       1.3527 |      1.0000e-05 |
|      32 |         350 |       00:02:42 |       80.00% |       47.62% |       0.6893 |       1.5237 |      1.0000e-06 |
|      37 |         400 |       00:03:05 |       60.00% |       42.86% |       1.0154 |       1.4796 |      1.0000e-06 |
|      41 |         450 |       00:03:28 |       90.00% |       42.86% |       0.5103 |       1.3242 |      1.0000e-07 |
|      46 |         500 |       00:03:52 |       50.00% |       52.38% |       1.0322 |       1.2212 |      1.0000e-07 |
|      50 |         550 |       00:04:15 |       60.00% |       47.62% |       0.9306 |       1.3141 |      1.0000e-07 |
|      55 |         600 |       00:04:38 |       80.00% |       52.38% |       0.5522 |       1.2711 |      1.0000e-08 |
|      60 |         650 |       00:05:01 |       90.00% |       52.38% |       0.4934 |       1.3358 |      1.0000e-08 |
|      64 |         700 |       00:05:24 |       70.00% |       47.62% |       0.6936 |       1.2281 |      1.0000e-09 |
|      69 |         750 |       00:05:47 |       80.00% |       42.86% |       0.4660 |       1.4800 |      1.0000e-09 |
|      73 |         800 |       00:06:11 |       60.00% |       47.62% |       1.0048 |       1.4029 |      1.0000e-10 |
|      78 |         850 |       00:06:34 |       90.00% |       47.62% |       0.6489 |       1.3716 |      1.0000e-10 |
|      82 |         900 |       00:06:57 |       60.00% |       47.62% |       0.8448 |       1.3844 |      1.0000e-11 |
|      87 |         950 |       00:07:20 |       70.00% |       42.86% |       0.8202 |       1.4190 |      1.0000e-11 |
|      91 |        1000 |       00:07:43 |       50.00% |       42.86% |       1.1203 |       1.3300 |      1.0000e-12 |
|      96 |        1050 |       00:08:07 |       90.00% |       47.62% |       0.5756 |       1.4703 |      1.0000e-12 |
|     100 |        1100 |       00:08:30 |       80.00% |       47.62% |       0.5904 |       1.3138 |      1.0000e-12 |
|======================================================================================================================|
