Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       30.00% |       14.29% |       1.7740 |       1.8049 |          0.0010 |
|       5 |          50 |       00:00:24 |       60.00% |       47.62% |       1.0967 |       1.2132 |          0.0010 |
|      10 |         100 |       00:00:48 |       80.00% |       66.67% |       0.9287 |       1.0180 |          0.0010 |
|      14 |         150 |       00:01:12 |       50.00% |       57.14% |       0.9737 |       1.1032 |          0.0001 |
|      19 |         200 |       00:01:35 |       40.00% |       57.14% |       1.1515 |       1.1228 |          0.0001 |
|      23 |         250 |       00:01:58 |       70.00% |       61.90% |       0.6559 |       1.0934 |      1.0000e-05 |
|      28 |         300 |       00:02:21 |       30.00% |       57.14% |       1.9740 |       1.3095 |      1.0000e-05 |
|      32 |         350 |       00:02:44 |       70.00% |       61.90% |       0.7835 |       1.0018 |      1.0000e-06 |
|      37 |         400 |       00:03:08 |       40.00% |       57.14% |       1.4299 |       1.0713 |      1.0000e-06 |
|      41 |         450 |       00:03:31 |       40.00% |       57.14% |       1.0785 |       1.0968 |      1.0000e-07 |
|      46 |         500 |       00:03:55 |       70.00% |       52.38% |       0.8453 |       1.3710 |      1.0000e-07 |
|      50 |         550 |       00:04:19 |       30.00% |       52.38% |       1.8626 |       1.1105 |      1.0000e-07 |
|      55 |         600 |       00:04:43 |       70.00% |       66.67% |       0.7833 |       1.1326 |      1.0000e-08 |
|      60 |         650 |       00:05:07 |       50.00% |       66.67% |       1.8901 |       1.0310 |      1.0000e-08 |
|      64 |         700 |       00:05:31 |       80.00% |       66.67% |       0.9116 |       1.2504 |      1.0000e-09 |
|      69 |         750 |       00:05:56 |       60.00% |       61.90% |       1.1374 |       1.4032 |      1.0000e-09 |
|      73 |         800 |       00:06:20 |       90.00% |       57.14% |       0.5282 |       1.3914 |      1.0000e-10 |
|      78 |         850 |       00:06:44 |       50.00% |       52.38% |       1.2549 |       1.2094 |      1.0000e-10 |
|      82 |         900 |       00:07:08 |       50.00% |       66.67% |       1.5961 |       1.0086 |      1.0000e-11 |
|      87 |         950 |       00:07:32 |      100.00% |       66.67% |       0.6328 |       1.4124 |      1.0000e-11 |
|      91 |        1000 |       00:07:56 |       60.00% |       61.90% |       1.1302 |       1.1567 |      1.0000e-12 |
|      96 |        1050 |       00:08:21 |       70.00% |       57.14% |       0.8689 |       1.0682 |      1.0000e-12 |
|     100 |        1100 |       00:08:45 |       20.00% |       66.67% |       1.6941 |       1.3937 |      1.0000e-12 |
|======================================================================================================================|
